10,10,Saarland,Saarland,leer,leer,14.6127996444702,14.6127996444702,0,0,0,0,0,0,0,0,0,0,2004,2004,-,-,0,0,14.6127996444702,14.6127996444702,0,0,0,0,-,-,0,0,14.6127996444702,14.6127996444702,0,0,0,0,8.81252002716065,8.81252002716065,5.80027961730955,5.80027961730955,2007,2007,0,0
11,11,Berlin,Berlin,leer,leer,56.9532012939453,56.9532012939453,0,0,5,5,0,0,0,0,0,0,2007,2007,-,-,0,0,56.9532012939453,56.9532012939453,0,0,0,0,-,-,0,0,56.9532012939453,56.9532012939453,0,0,0,0,8.81252002716065,8.81252002716065,48.1406812667846,48.1406812667846,2007,2007,0,0
12,12,Brandenburg,Brandenburg,leer,leer,6.52486991882324,6.52486991882324,0,0,0,0,0,0,0,0,0,0,2007,2007,-,-,0,0,6.52486991882324,6.52486991882324,0,0,0,0,-,-,0,0,6.52486991882324,6.52486991882324,0,0,0,0,8.81252002716065,8.81252002716065,-2.28765010833741,-2.28765010833741,2007,2007,0,0
13,13,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,leer,leer,4.33728981018066,4.33728981018066,0,0,0,0,0,0,0,0,0,0,2006,2006,-,-,0,0,4.33728981018066,4.33728981018066,0,0,0,0,-,-,0,0,4.33728981018066,4.33728981018066,0,0,0,0,8.81252002716065,8.81252002716065,-4.47523021697999,-4.47523021697999,2007,2007,0,0
14,14,Sachsen,Sachsen,leer,leer,10.8052997589111,10.8052997589111,0,0,0,0,0,0,0,0,0,0,2006,2006,-,-,0,0,10.8052997589111,10.8052997589111,0,0,0,0,-,-,0,0,10.8052997589111,10.8052997589111,0,0,0,0,8.81252002716065,8.81252002716065,1.99277973175045,1.99277973175045,2007,2007,0,0
15,15,Sachsen-Anhalt,Sachsen-Anhalt,leer,leer,6.32181978225708,6.32181978225708,0,0,0,0,0,0,0,0,0,0,2007,2007,-,-,0,0,6.32181978225708,6.32181978225708,0,0,0,0,-,-,0,0,6.32181978225708,6.32181978225708,0,0,0,0,8.81252002716065,8.81252002716065,-2.49070024490357,-2.49070024490357,2007,2007,0,0
16,16,Th端ringen,Th端ringen,leer,leer,6.45790004730225,6.45790004730225,0,0,0,0,0,0,0,0,0,0,2002,2002,-,-,0,0,6.45790004730225,6.45790004730225,0,0,0,0,-,-,0,0,6.45790004730225,6.45790004730225,0,0,0,0,8.81252002716065,8.81252002716065,-2.3546199798584,-2.3546199798584,2007,2007,0,0
01,01,Schleswig-Holstein,Schleswig-Holstein,leer,leer,8.98832988739014,8.98832988739014,0,0,0,0,0,0,0,0,0,0,2005,2005,-,-,0,0,8.98832988739014,8.98832988739014,0,0,0,0,-,-,0,0,8.98832988739014,8.98832988739014,0,0,0,0,8.81252002716065,8.81252002716065,0.17580986022949,0.17580986022949,2007,2007,0,0
02,02,Hamburg,Hamburg,leer,leer,46.4766998291016,46.4766998291016,0,0,0,0,0,0,0,0,0,0,2007,2007,-,-,0,0,46.4766998291016,46.4766998291016,0,0,0,0,-,-,0,0,46.4766998291016,46.4766998291016,0,0,0,0,8.81252002716065,8.81252002716065,37.6641798019409,37.6641798019409,2007,2007,0,0
03,03,Niedersachsen,Niedersachsen,leer,leer,8.56192970275879,8.56192970275879,0,0,0,0,0,0,0,0,0,0,2006,2006,-,-,0,0,8.56192970275879,8.56192970275879,0,0,0,0,-,-,0,0,8.56192970275879,8.56192970275879,0,0,0,0,8.81252002716065,8.81252002716065,-0.250590324401859,-0.250590324401859,2007,2007,0,0
04,04,Bremen,Bremen,leer,leer,42.6255989074707,42.6255989074707,0,0,0,0,0,0,0,0,0,0,2007,2007,-,-,0,0,42.6255989074707,42.6255989074707,0,0,0,0,-,-,0,0,42.6255989074707,42.6255989074707,0,0,0,0,8.81252002716065,8.81252002716065,33.8130788803101,33.8130788803101,2007,2007,0,0
05,05,Nordrhein-Westfalen,Nordrhein-Westfalen,leer,leer,16.3279991149902,16.3279991149902,0,0,0,0,0,0,0,0,0,0,2006,2006,-,-,0,0,16.3279991149902,16.3279991149902,0,0,0,0,-,-,0,0,16.3279991149902,16.3279991149902,0,0,0,0,8.81252002716065,8.81252002716065,7.51547908782955,7.51547908782955,2007,2007,0,0
06,06,Hessen,Hessen,leer,leer,9.08852005004883,9.08852005004883,0,0,0,0,0,0,0,0,0,0,2008,2008,-,-,0,0,9.08852005004883,9.08852005004883,0,0,0,0,-,-,0,0,9.08852005004883,9.08852005004883,0,0,0,0,8.81252002716065,8.81252002716065,0.27600002288818,0.27600002288818,2007,2007,0,0
07,07,Rheinland-Pfalz,Rheinland-Pfalz,leer,leer,7.96435022354126,7.96435022354126,0,0,0,0,0,0,0,0,0,0,2006,2006,-,-,0,0,7.96435022354126,7.96435022354126,0,0,0,0,-,-,0,0,7.96435022354126,7.96435022354126,0,0,0,0,8.81252002716065,8.81252002716065,-0.84816980361939,-0.84816980361939,2007,2007,0,0
08,08,Baden-W端rttemberg,Baden-W端rttemberg,leer,leer,8.99129962921143,8.99129962921143,0,0,0,0,0,0,0,0,0,0,2008,2008,-,-,0,0,8.99129962921143,8.99129962921143,0,0,0,0,-,-,0,0,8.99129962921143,8.99129962921143,0,0,0,0,8.81252002716065,8.81252002716065,0.178779602050779,0.178779602050779,2007,2007,0,0
09,09,Bayern,Bayern,leer,leer,7.14767980575561,7.14767980575561,0,0,0,0,0,0,0,0,0,0,2008,2008,-,-,0,0,7.14767980575561,7.14767980575561,0,0,0,0,-,-,0,0,7.14767980575561,7.14767980575561,0,0,0,0,8.81252002716065,8.81252002716065,-1.66484022140504,-1.66484022140504,2007,2007,0,0
